contract_id,report_date,default6
1465,2023-02-05,0
4863,2023-02-05,0
4398,2023-02-05,0
3027,2023-02-05,0
1094,2023-02-05,1
2942,2023-02-05,0
2638,2023-02-05,0
1455,2023-02-05,1
373,2023-02-05,0
3875,2023-02-05,0
6477,2023-02-05,0
6977,2023-02-05,0
1305,2023-02-05,0
3120,2023-02-05,0
1547,2023-02-05,0
6316,2023-02-05,0
6784,2023-02-05,0
1949,2023-02-05,0
6243,2023-02-05,0
5386,2023-02-05,0
628,2023-02-05,0
2094,2023-02-05,0
333,2023-02-05,1
4713,2023-02-05,0
457,2023-02-05,0
2469,2023-02-05,0
728,2023-02-05,0
443,2023-02-05,0
7156,2023-02-05,1
1494,2023-02-05,1
153,2023-02-05,0
4544,2023-02-05,0
3916,2023-02-05,0
2609,2023-02-05,1
2152,2023-02-05,0
6657,2023-02-05,0
918,2023-02-05,1
2101,2023-02-05,0
3355,2023-02-05,0
5793,2023-02-05,1
5533,2023-02-05,0
4345,2023-02-05,1
5526,2023-02-05,0
3274,2023-02-05,0
3945,2023-02-05,0
81,2023-02-05,0
667,2023-02-05,0
3117,2023-02-05,0
5510,2023-02-05,0
6842,2023-02-05,0
5994,2023-02-05,0
6419,2023-02-05,0
3369,2023-02-05,0
6948,2023-02-05,0
2386,2023-02-05,0
7067,2023-02-05,0
7332,2023-02-05,0
2229,2023-02-05,0
7173,2023-02-05,0
3709,2023-02-05,0
3906,2023-02-05,0
3756,2023-02-05,0
3190,2023-02-05,1
1476,2023-02-05,0
5433,2023-02-05,0
3007,2023-02-05,1
2065,2023-02-05,0
1121,2023-02-05,0
3764,2023-02-05,0
5320,2023-02-05,0
6552,2023-02-05,1
6352,2023-02-05,0
4005,2023-02-05,1
1868,2023-02-05,1
6281,2023-02-05,0
1650,2023-02-05,0
3578,2023-02-05,0
315,2023-02-05,0
6565,2023-02-05,0
7081,2023-02-05,0
1862,2023-02-05,0
5612,2023-02-05,0
2328,2023-02-05,0
433,2023-02-05,1
4889,2023-02-05,0
2539,2023-02-05,0
3677,2023-02-05,0
4346,2023-02-05,0
3472,2023-02-05,0
5894,2023-02-05,1
5212,2023-02-05,0
4818,2023-02-05,0
589,2023-02-05,0
6779,2023-02-05,0
28,2023-02-05,0
1441,2023-02-05,0
5997,2023-02-05,0
4506,2023-02-05,0
2314,2023-02-05,0
1842,2023-02-05,0
6084,2023-02-05,0
3694,2023-02-05,0
612,2023-02-05,0
2962,2023-02-05,0
5720,2023-02-05,0
1509,2023-02-05,0
2681,2023-02-05,1
573,2023-02-05,1
4076,2023-02-05,0
4633,2023-02-05,0
4684,2023-02-05,0
1618,2023-02-05,0
87,2023-02-05,0
3678,2023-02-05,0
6687,2023-02-05,0
317,2023-02-05,0
6714,2023-02-05,0
3232,2023-02-05,0
7215,2023-02-05,0
3354,2023-02-05,0
3335,2023-02-05,0
1162,2023-02-05,0
4896,2023-02-05,0
5192,2023-02-05,0
3955,2023-02-05,0
4876,2023-02-05,1
6867,2023-02-05,0
2474,2023-02-05,0
6929,2023-02-05,0
5762,2023-02-05,0
1992,2023-02-05,0
5711,2023-02-05,0
4604,2023-02-05,0
5027,2023-02-05,0
4018,2023-02-05,0
1663,2023-02-05,0
3989,2023-02-05,0
3132,2023-02-05,0
2533,2023-02-05,0
1158,2023-02-05,0
6230,2023-02-05,0
1134,2023-02-05,0
6219,2023-02-05,0
1660,2023-02-05,0
484,2023-02-05,1
511,2023-02-05,1
428,2023-02-05,1
4521,2023-02-05,0
1873,2023-02-05,0
864,2023-02-05,0
3473,2023-02-05,0
5853,2023-02-05,0
4676,2023-02-05,0
2164,2023-02-05,0
3386,2023-02-05,1
5163,2023-02-05,0
5717,2023-02-05,0
2856,2023-02-05,0
6954,2023-02-05,0
5075,2023-02-05,0
1757,2023-02-05,1
804,2023-02-05,0
4186,2023-02-05,0
5141,2023-02-05,0
1345,2023-02-05,0
2190,2023-02-05,0
7036,2023-02-05,0
597,2023-02-05,0
7012,2023-02-05,0
5558,2023-02-05,0
110,2023-02-05,0
6956,2023-02-05,0
2431,2023-02-05,0
4592,2023-02-05,0
2000,2023-02-05,0
5084,2023-02-05,0
4297,2023-02-05,1
3140,2023-02-05,0
703,2023-02-05,0
1910,2023-02-05,1
1848,2023-02-05,0
6423,2023-02-05,0
5579,2023-02-05,0
510,2023-02-05,0
7114,2023-02-05,0
980,2023-02-05,0
2220,2023-02-05,1
1153,2023-02-05,1
4476,2023-02-05,0
1137,2023-02-05,1
529,2023-02-05,1
7095,2023-02-05,1
3030,2023-02-05,0
6996,2023-02-05,0
64,2023-02-05,0
2553,2023-02-05,0
5110,2023-02-05,0
6213,2023-02-05,0
1735,2023-02-05,0
5489,2023-02-05,1
3081,2023-02-05,1
7278,2023-02-05,0
661,2023-02-05,1
6923,2023-02-05,1
281,2023-02-05,0
440,2023-02-05,0
7341,2023-02-05,1
2013,2023-02-05,0
2489,2023-02-05,1
3695,2023-02-05,0
4113,2023-02-05,0
5185,2023-02-05,0
1544,2023-02-05,0
2167,2023-02-05,0
4722,2023-02-05,0
5063,2023-02-05,0
6172,2023-02-05,0
2986,2023-02-05,0
1192,2023-02-05,0
7308,2023-02-05,0
1882,2023-02-05,1
1030,2023-02-05,0
2419,2023-02-05,0
6441,2023-02-05,1
868,2023-02-05,0
601,2023-02-05,0
2106,2023-02-05,0
1222,2023-02-05,0
4532,2023-02-05,0
4443,2023-02-05,0
7247,2023-02-05,0
2451,2023-02-05,0
2162,2023-02-05,0
5982,2023-02-05,0
6148,2023-02-05,0
5705,2023-02-05,0
4120,2023-02-05,0
3572,2023-02-05,0
3670,2023-02-05,0
1635,2023-02-05,1
2483,2023-02-05,1
4493,2023-02-05,0
4582,2023-02-05,0
2326,2023-02-05,0
187,2023-02-05,0
3537,2023-02-05,0
77,2023-02-05,1
4064,2023-02-05,0
6670,2023-02-05,0
6196,2023-02-05,0
218,2023-02-05,0
774,2023-02-05,0
698,2023-02-05,0
331,2023-02-05,0
5872,2023-02-05,0
751,2023-02-05,0
3824,2023-02-05,0
5562,2023-02-05,0
4654,2023-02-05,0
5213,2023-02-05,0
648,2023-02-05,0
3301,2023-02-05,0
399,2023-02-05,1
778,2023-02-05,1
5337,2023-02-05,0
1424,2023-02-05,0
6502,2023-02-05,0
4141,2023-02-05,0
3085,2023-02-05,0
2513,2023-02-05,0
3426,2023-02-05,0
6041,2023-02-05,0
6759,2023-02-05,0
755,2023-02-05,0
5024,2023-02-05,0
4008,2023-02-05,0
4321,2023-02-05,0
623,2023-02-05,0
2709,2023-02-05,0
1398,2023-02-05,0
3418,2023-02-05,0
955,2023-02-05,0
7045,2023-02-05,0
5479,2023-02-05,0
738,2023-02-05,0
2445,2023-02-05,0
5530,2023-02-05,0
5179,2023-02-05,1
3069,2023-02-05,0
2985,2023-02-05,0
3725,2023-02-05,0
4793,2023-02-05,0
3502,2023-02-05,0
3996,2023-02-05,0
4356,2023-02-05,0
5457,2023-02-05,0
1111,2023-02-05,1
6540,2023-02-05,1
907,2023-02-05,0
4669,2023-02-05,0
4335,2023-02-05,0
6711,2023-02-05,0
1567,2023-02-05,1
5933,2023-02-05,0
2839,2023-02-05,0
2315,2023-02-05,0
4737,2023-02-05,0
6482,2023-02-05,0
3267,2023-02-05,0
709,2023-02-05,1
7051,2023-02-05,0
6917,2023-02-05,0
5094,2023-02-05,0
5670,2023-02-05,0
3062,2023-02-05,0
2141,2023-02-05,0
1436,2023-02-05,0
2211,2023-02-05,1
5564,2023-02-05,0
2744,2023-02-05,0
6187,2023-02-05,0
2918,2023-02-05,0
733,2023-02-05,0
6620,2023-02-05,0
3649,2023-02-05,0
2534,2023-02-05,0
2868,2023-02-05,0
5964,2023-02-05,0
4209,2023-02-05,0
1488,2023-02-05,0
2050,2023-02-05,0
2943,2023-02-05,0
6127,2023-02-05,0
4950,2023-02-05,0
1658,2023-02-05,0
5864,2023-02-05,0
6141,2023-02-05,0
5869,2023-02-05,0
5672,2023-02-05,0
5262,2023-02-05,0
4241,2023-02-05,0
4342,2023-02-05,0
5053,2023-02-05,0
1118,2023-02-05,0
5961,2023-02-05,0
2447,2023-02-05,0
5599,2023-02-05,0
94,2023-02-05,1
1413,2023-02-05,0
6581,2023-02-05,0
1448,2023-02-05,0
3413,2023-02-05,0
2999,2023-02-05,0
5722,2023-02-05,0
5244,2023-02-05,1
4171,2023-02-05,0
4513,2023-02-05,0
6522,2023-02-05,0
1591,2023-02-05,0
1246,2023-02-05,0
2663,2023-02-05,0
3154,2023-02-05,0
350,2023-02-05,0
6501,2023-02-05,0
1713,2023-02-05,0
3269,2023-02-05,0
4662,2023-02-05,0
3663,2023-02-05,0
5042,2023-02-05,1
2730,2023-02-05,0
7074,2023-02-05,0
1564,2023-02-05,1
4488,2023-02-05,0
5202,2023-02-05,0
4363,2023-02-05,0
5504,2023-02-05,0
897,2023-02-05,0
3769,2023-02-05,0
416,2023-02-05,0
3141,2023-02-05,0
2428,2023-02-05,0
4914,2023-02-05,1
3437,2023-02-05,1
3734,2023-02-05,1
1205,2023-02-05,0
5628,2023-02-05,1
1589,2023-02-05,1
1915,2023-02-05,0
474,2023-02-05,0
2610,2023-02-05,0
2956,2023-02-05,0
3797,2023-02-05,0
2239,2023-02-05,0
2129,2023-02-05,0
2653,2023-02-05,0
3869,2023-02-05,0
6556,2023-02-05,0
128,2023-02-05,0
5360,2023-02-05,0
686,2023-02-05,0
1168,2023-02-05,0
3122,2023-02-05,1
4680,2023-02-05,1
6574,2023-02-05,1
7229,2023-02-05,0
6349,2023-02-05,0
6342,2023-02-05,0
181,2023-02-05,0
6544,2023-02-05,0
4462,2023-02-05,0
1010,2023-02-05,0
3856,2023-02-05,0
294,2023-02-05,0
762,2023-02-05,0
6417,2023-02-05,0
5837,2023-02-05,0
619,2023-02-05,0
972,2023-02-05,0
6789,2023-02-05,0
166,2023-02-05,0
1302,2023-02-05,0
3929,2023-02-05,0
454,2023-02-05,0
338,2023-02-05,1
3852,2023-02-05,0
4694,2023-02-05,0
1875,2023-02-05,1
917,2023-02-05,0
6244,2023-02-05,0
1794,2023-02-05,0
7163,2023-02-05,0
4371,2023-02-05,0
1627,2023-02-05,0
4919,2023-02-05,0
5588,2023-02-05,0
1292,2023-02-05,0
3651,2023-02-05,0
4615,2023-02-05,0
4712,2023-02-05,0
3329,2023-02-05,0
3765,2023-02-05,1
3543,2023-02-05,0
2130,2023-02-05,0
6469,2023-02-05,0
1715,2023-02-05,0
5235,2023-02-05,0
255,2023-02-05,0
4569,2023-02-05,0
2126,2023-02-05,0
3532,2023-02-05,0
1705,2023-02-05,0
592,2023-02-05,1
2557,2023-02-05,0
6820,2023-02-05,0
826,2023-02-05,0
1116,2023-02-05,0
3656,2023-02-05,0
3585,2023-02-05,0
1040,2023-02-05,0
1021,2023-02-05,0
881,2023-02-05,1
7226,2023-02-05,0
6981,2023-02-05,0
2543,2023-02-05,0
2078,2023-02-05,0
6926,2023-02-05,0
4045,2023-02-05,0
7300,2023-02-05,0
5296,2023-02-05,0
1113,2023-02-05,0
4457,2023-02-05,0
2774,2023-02-05,0
314,2023-02-05,0
731,2023-02-05,0
1249,2023-02-05,0
5160,2023-02-12,0
1678,2023-02-12,0
6086,2023-02-12,0
6019,2023-02-12,0
1993,2023-02-12,0
4027,2023-02-12,0
623,2023-02-12,0
2709,2023-02-12,0
5557,2023-02-12,0
1349,2023-02-12,1
6690,2023-02-12,0
4095,2023-02-12,0
484,2023-02-12,1
7036,2023-02-12,0
597,2023-02-12,0
2190,2023-02-12,0
864,2023-02-12,0
1873,2023-02-12,0
6867,2023-02-12,0
4876,2023-02-12,1
3955,2023-02-12,0
511,2023-02-12,1
428,2023-02-12,1
3132,2023-02-12,0
5200,2023-02-12,0
4018,2023-02-12,0
5027,2023-02-12,0
5711,2023-02-12,0
1992,2023-02-12,0
4604,2023-02-12,0
5192,2023-02-12,0
4493,2023-02-12,0
5110,2023-02-12,0
6996,2023-02-12,0
3030,2023-02-12,0
2553,2023-02-12,0
64,2023-02-12,0
1899,2023-02-12,0
2235,2023-02-12,0
6158,2023-02-12,0
6496,2023-02-12,1
2609,2023-02-12,1
2152,2023-02-12,0
6213,2023-02-12,0
4532,2023-02-12,0
4896,2023-02-12,0
1663,2023-02-12,0
6686,2023-02-12,0
2489,2023-02-12,1
529,2023-02-12,1
3151,2023-02-12,0
1451,2023-02-12,0
1305,2023-02-12,0
5461,2023-02-12,0
564,2023-02-12,0
932,2023-02-12,0
418,2023-02-12,1
3393,2023-02-12,0
5101,2023-02-12,1
5526,2023-02-12,0
918,2023-02-12,1
3355,2023-02-12,0
2668,2023-02-12,0
4744,2023-02-12,0
4987,2023-02-12,0
6603,2023-02-12,0
3863,2023-02-12,0
2953,2023-02-12,0
1744,2023-02-12,1
344,2023-02-12,0
3739,2023-02-12,0
24,2023-02-12,0
4364,2023-02-12,0
752,2023-02-12,0
5983,2023-02-12,0
5834,2023-02-12,0
295,2023-02-12,0
6474,2023-02-12,0
6072,2023-02-12,0
5234,2023-02-12,0
5209,2023-02-12,0
3560,2023-02-12,0
2113,2023-02-12,0
6118,2023-02-12,1
1719,2023-02-12,0
2663,2023-02-12,0
6654,2023-02-12,0
967,2023-02-12,1
22,2023-02-12,1
1828,2023-02-12,1
5991,2023-02-12,0
4582,2023-02-12,0
1638,2023-02-12,0
4680,2023-02-12,1
3122,2023-02-12,1
1875,2023-02-12,1
592,2023-02-12,1
2469,2023-02-12,0
757,2023-02-12,0
1133,2023-02-12,0
2193,2023-02-12,0
1284,2023-02-12,0
6574,2023-02-12,1
6550,2023-02-12,0
1624,2023-02-12,0
576,2023-02-12,0
6582,2023-02-12,1
2997,2023-02-12,0
2328,2023-02-12,0
433,2023-02-12,1
573,2023-02-12,1
3916,2023-02-12,0
4377,2023-02-12,0
762,2023-02-12,0
6417,2023-02-12,0
6187,2023-02-12,0
619,2023-02-12,0
972,2023-02-12,0
7300,2023-02-12,0
6789,2023-02-12,0
1021,2023-02-12,0
5837,2023-02-12,0
2918,2023-02-12,0
4045,2023-02-12,0
2774,2023-02-12,0
2078,2023-02-12,0
6926,2023-02-12,0
2543,2023-02-12,0
1113,2023-02-12,0
1121,2023-02-12,0
7226,2023-02-12,0
545,2023-02-12,0
5197,2023-02-12,0
1075,2023-02-12,0
2573,2023-02-12,0
4955,2023-02-12,0
1758,2023-02-12,0
2568,2023-02-12,0
633,2023-02-12,0
7182,2023-02-12,0
944,2023-02-12,0
5048,2023-02-12,0
2474,2023-02-12,0
5164,2023-02-12,0
4745,2023-02-12,1
77,2023-02-12,1
5240,2023-02-12,0
6127,2023-02-12,0
2050,2023-02-12,0
1167,2023-02-12,0
3502,2023-02-12,0
5457,2023-02-12,0
4793,2023-02-12,0
3996,2023-02-12,0
5911,2023-02-12,0
2999,2023-02-12,0
3413,2023-02-12,0
3867,2023-02-12,0
5722,2023-02-12,0
2584,2023-02-12,0
242,2023-02-12,0
1512,2023-02-12,0
6842,2023-02-12,0
5994,2023-02-12,0
6419,2023-02-12,0
4851,2023-02-12,0
921,2023-02-12,0
3524,2023-02-12,1
1106,2023-02-12,0
2600,2023-02-12,0
770,2023-02-12,0
924,2023-02-12,0
1429,2023-02-12,0
805,2023-02-12,0
2366,2023-02-12,0
4805,2023-02-12,0
1332,2023-02-12,0
6540,2023-02-12,1
1111,2023-02-12,1
2742,2023-02-12,1
3853,2023-02-12,0
2101,2023-02-12,0
2596,2023-02-12,0
3081,2023-02-12,1
1735,2023-02-12,0
1868,2023-02-12,1
5185,2023-02-12,0
1821,2023-02-12,0
6788,2023-02-12,0
1911,2023-02-12,0
1413,2023-02-12,0
1781,2023-02-12,0
2016,2023-02-12,1
2342,2023-02-12,1
6501,2023-02-12,0
1448,2023-02-12,0
6581,2023-02-12,0
5917,2023-02-12,0
4544,2023-02-12,0
3921,2023-02-12,0
710,2023-02-12,0
5564,2023-02-12,0
5579,2023-02-12,0
4457,2023-02-12,0
731,2023-02-12,0
314,2023-02-12,0
221,2023-02-12,0
1249,2023-02-12,0
2211,2023-02-12,1
3695,2023-02-12,0
901,2023-02-12,0
5905,2023-02-12,0
4347,2023-02-12,0
2744,2023-02-12,0
3813,2023-02-12,0
2094,2023-02-12,0
1302,2023-02-12,0
816,2023-02-12,0
3033,2023-02-12,0
1276,2023-02-12,0
6859,2023-02-12,0
3651,2023-02-12,0
3543,2023-02-12,0
3765,2023-02-12,1
2130,2023-02-12,0
5075,2023-02-12,0
568,2023-02-12,0
6759,2023-02-12,0
4708,2023-02-12,0
2490,2023-02-12,0
7287,2023-02-12,0
1837,2023-02-12,0
3670,2023-02-12,0
2375,2023-02-12,1
1737,2023-02-12,0
1162,2023-02-12,0
7052,2023-02-12,0
3345,2023-02-12,0
6544,2023-02-12,0
6359,2023-02-12,0
3953,2023-02-12,0
804,2023-02-12,0
1757,2023-02-12,1
628,2023-02-12,0
2958,2023-02-12,0
4865,2023-02-12,0
3566,2023-02-12,0
3251,2023-02-12,0
469,2023-02-12,1
2869,2023-02-12,1
6385,2023-02-12,0
1200,2023-02-12,0
100,2023-02-12,0
28,2023-02-12,0
2570,2023-02-12,0
567,2023-02-12,0
425,2023-02-12,0
1483,2023-02-12,0
1938,2023-02-12,0
7183,2023-02-12,1
2627,2023-02-12,0
5367,2023-02-12,0
5951,2023-02-12,1
2403,2023-02-12,1
6518,2023-02-12,0
6595,2023-02-12,0
514,2023-02-12,1
2455,2023-02-12,0
5539,2023-02-12,0
1343,2023-02-12,0
398,2023-02-12,0
1556,2023-02-12,0
6895,2023-02-12,0
2935,2023-02-12,0
3034,2023-02-12,0
7339,2023-02-12,1
1716,2023-02-12,1
317,2023-02-12,0
5510,2023-02-12,0
1906,2023-02-12,0
557,2023-02-12,0
7074,2023-02-12,0
4363,2023-02-12,0
5202,2023-02-12,0
5504,2023-02-12,0
3769,2023-02-12,0
4737,2023-02-12,0
2730,2023-02-12,0
1564,2023-02-12,1
3578,2023-02-12,0
7081,2023-02-12,0
6565,2023-02-12,0
315,2023-02-12,0
6281,2023-02-12,0
6482,2023-02-12,0
4779,2023-02-12,0
1408,2023-02-12,0
2647,2023-02-12,1
2979,2023-02-12,0
704,2023-02-12,0
5975,2023-02-12,0
5915,2023-02-12,0
3663,2023-02-12,0
5042,2023-02-12,1
3267,2023-02-12,0
1834,2023-02-12,0
3773,2023-02-12,0
2787,2023-02-12,0
3537,2023-02-12,0
7163,2023-02-12,0
1627,2023-02-12,0
5588,2023-02-12,0
1292,2023-02-12,0
4919,2023-02-12,0
2978,2023-02-12,0
2445,2023-02-12,0
4371,2023-02-12,0
3173,2023-02-12,0
349,2023-02-12,0
94,2023-02-12,1
6620,2023-02-12,0
1915,2023-02-12,0
2239,2023-02-12,0
3062,2023-02-12,0
5670,2023-02-12,0
1205,2023-02-12,0
1589,2023-02-12,1
2141,2023-02-12,0
4008,2023-02-12,0
7341,2023-02-12,1
3971,2023-02-12,1
2245,2023-02-12,0
3797,2023-02-12,0
4368,2023-02-12,0
2790,2023-02-12,0
5014,2023-02-12,0
164,2023-02-12,0
440,2023-02-12,0
1910,2023-02-12,1
281,2023-02-12,0
2000,2023-02-12,0
134,2023-02-12,0
554,2023-02-12,0
1946,2023-02-12,0
1752,2023-02-12,0
3153,2023-02-12,0
3642,2023-02-12,0
1635,2023-02-12,1
2483,2023-02-12,1
2401,2023-02-12,0
4462,2023-02-12,0
6342,2023-02-12,0
3256,2023-02-12,0
1067,2023-02-12,0
6349,2023-02-12,0
181,2023-02-12,0
7173,2023-02-12,0
6933,2023-02-12,0
2095,2023-02-12,0
2506,2023-02-12,0
2592,2023-02-12,0
1713,2023-02-12,0
667,2023-02-12,0
81,2023-02-12,0
3335,2023-02-12,0
4476,2023-02-12,0
1137,2023-02-12,1
7095,2023-02-12,1
2220,2023-02-12,1
2419,2023-02-12,0
1153,2023-02-12,1
7114,2023-02-12,0
2229,2023-02-12,0
4047,2023-02-12,0
1892,2023-02-12,0
4672,2023-02-12,0
6965,2023-02-12,0
6226,2023-02-12,0
6922,2023-02-12,0
4729,2023-02-12,0
806,2023-02-12,0
6800,2023-02-12,0
5775,2023-02-12,0
6165,2023-02-12,0
6289,2023-02-12,0
7213,2023-02-12,0
4633,2023-02-12,0
3145,2023-02-12,0
1618,2023-02-12,0
87,2023-02-12,0
4592,2023-02-12,0
2431,2023-02-12,0
4684,2023-02-12,0
4342,2023-02-12,0
2315,2023-02-12,0
5053,2023-02-12,0
1118,2023-02-12,0
5094,2023-02-12,0
5933,2023-02-12,0
2839,2023-02-12,0
3649,2023-02-12,0
4662,2023-02-12,0
6956,2023-02-12,0
5558,2023-02-12,0
2247,2023-02-12,0
3230,2023-02-12,0
5460,2023-02-12,0
1983,2023-02-12,0
3862,2023-02-12,0
1331,2023-02-12,0
3753,2023-02-12,0
5097,2023-02-12,0
6008,2023-02-12,0
110,2023-02-12,0
4076,2023-02-12,0
6687,2023-02-12,0
4032,2023-02-12,0
4765,2023-02-12,0
2675,2023-02-12,0
5729,2023-02-12,0
774,2023-02-12,0
218,2023-02-12,0
3807,2023-02-12,0
4712,2023-02-12,0
6469,2023-02-12,0
3329,2023-02-12,0
917,2023-02-12,0
1794,2023-02-12,0
6244,2023-02-12,0
4910,2023-02-12,0
6905,2023-02-12,0
6230,2023-02-12,0
1158,2023-02-12,0
1010,2023-02-12,0
3856,2023-02-12,0
7229,2023-02-12,0
3929,2023-02-12,0
3802,2023-02-12,0
6823,2023-02-12,0
7251,2023-02-12,0
5213,2023-02-12,0
5179,2023-02-12,1
2533,2023-02-12,0
3140,2023-02-12,0
4615,2023-02-12,0
1698,2023-02-12,0
4855,2023-02-12,0
1605,2023-02-12,0
1107,2023-02-12,1
3023,2023-02-12,0
5630,2023-02-12,0
2754,2023-02-12,0
1771,2023-02-12,0
5547,2023-02-12,0
4005,2023-02-12,1
3781,2023-02-12,1
3304,2023-02-12,0
6711,2023-02-12,0
4618,2023-02-12,0
6717,2023-02-12,0
6719,2023-02-12,0
4115,2023-02-12,0
136,2023-02-12,0
4985,2023-02-12,0
3241,2023-02-12,0
5442,2023-02-12,0
5134,2023-02-12,0
5927,2023-02-12,0
4057,2023-02-12,0
4187,2023-02-12,0
3232,2023-02-12,0
6714,2023-02-12,0
852,2023-02-12,0
1373,2023-02-12,0
133,2023-02-12,0
6333,2023-02-12,0
103,2023-02-12,1
89,2023-02-12,1
4019,2023-02-12,1
5296,2023-02-12,0
1544,2023-02-12,0
7320,2023-02-12,0
3712,2023-02-12,0
1484,2023-02-12,0
4564,2023-02-12,0
4813,2023-02-12,0
6981,2023-02-12,0
1168,2023-02-12,0
686,2023-02-12,0
5271,2023-02-12,0
3117,2023-02-12,0
3607,2023-02-12,0
2973,2023-02-12,0
4821,2023-02-12,0
5441,2023-02-12,1
3555,2023-02-12,0
1459,2023-02-12,0
1996,2023-02-12,0
2645,2023-02-12,0
435,2023-02-12,0
3003,2023-02-12,0
7283,2023-02-12,0
476,2023-02-12,0
2638,2023-02-12,0
2942,2023-02-12,0
5024,2023-02-12,0
2167,2023-02-12,0
4722,2023-02-12,0
5063,2023-02-12,0
6172,2023-02-12,0
6441,2023-02-12,1
356,2023-02-12,1
7337,2023-02-12,0
4075,2023-02-12,1
1315,2023-02-12,0
2124,2023-02-12,0
1591,2023-02-12,0
5997,2023-02-12,0
5084,2023-02-12,0
4297,2023-02-12,1
4513,2023-02-12,0
6522,2023-02-12,0
4318,2023-02-12,0
3264,2023-02-12,0
964,2023-02-12,0
333,2023-02-12,1
3323,2023-02-12,0
3134,2023-02-12,0
1258,2023-02-12,0
5762,2023-02-12,0
1436,2023-02-12,0
1134,2023-02-12,0
1842,2023-02-12,0
3694,2023-02-12,0
4506,2023-02-12,0
612,2023-02-12,0
778,2023-02-12,1
4521,2023-02-12,0
703,2023-02-12,0
2962,2023-02-12,0
338,2023-02-12,1
881,2023-02-12,1
5720,2023-02-12,0
4303,2023-02-12,0
1455,2023-02-12,1
4113,2023-02-12,0
7331,2023-02-12,0
2883,2023-02-12,0
7030,2023-02-12,0
5497,2023-02-12,0
1014,2023-02-12,0
966,2023-02-12,0
831,2023-02-12,0
1646,2023-02-12,0
2314,2023-02-12,0
6299,2023-02-12,0
2610,2023-02-12,0
2956,2023-02-12,0
2707,2023-02-12,1
3206,2023-02-12,0
5298,2023-02-12,0
2519,2023-02-12,0
899,2023-02-12,0
373,2023-02-12,0
2428,2023-02-12,0
3141,2023-02-12,0
313,2023-02-12,0
620,2023-02-12,0
2753,2023-02-12,0
2898,2023-02-12,0
874,2023-02-12,0
3414,2023-02-12,0
4937,2023-02-12,0
4160,2023-02-12,1
3604,2023-02-12,0
1441,2023-02-12,0
2539,2023-02-12,0
948,2023-02-12,0
4345,2023-02-12,1
2359,2023-02-12,1
4889,2023-02-12,0
2607,2023-02-12,0
5130,2023-02-12,0
5631,2023-02-12,0
2799,2023-02-12,0
6552,2023-02-12,1
6352,2023-02-12,0
5320,2023-02-12,0
4232,2023-02-12,1
4695,2023-02-12,0
6041,2023-02-12,0
4694,2023-02-12,0
3852,2023-02-12,0
4141,2023-02-12,0
1972,2023-02-12,1
4035,2023-02-12,0
4217,2023-02-12,0
2968,2023-02-12,0
3085,2023-02-12,0
2513,2023-02-12,0
3426,2023-02-12,0
6148,2023-02-12,0
868,2023-02-12,0
4443,2023-02-12,0
1222,2023-02-12,0
2106,2023-02-12,0
601,2023-02-12,0
2451,2023-02-12,0
794,2023-02-12,0
1567,2023-02-12,1
5612,2023-02-12,0
1862,2023-02-12,0
4489,2023-02-12,1
5475,2023-02-12,0
7278,2023-02-12,0
755,2023-02-12,0
3452,2023-02-12,0
580,2023-02-12,0
1689,2023-02-12,1
6647,2023-02-12,0
6970,2023-02-12,0
179,2023-02-12,0
6225,2023-02-12,0
6796,2023-02-12,0
4415,2023-02-12,0
2595,2023-02-12,1
2614,2023-02-12,0
5640,2023-02-12,0
733,2023-02-12,0
4171,2023-02-12,0
3067,2023-02-12,0
3884,2023-02-12,0
4642,2023-02-12,0
1218,2023-02-12,0
3724,2023-02-12,0
6671,2023-02-12,0
2057,2023-02-12,0
1660,2023-02-12,0
6219,2023-02-12,0
2557,2023-02-12,0
826,2023-02-12,0
6820,2023-02-12,0
1715,2023-02-12,0
6779,2023-02-12,0
589,2023-02-12,0
1116,2023-02-12,0
1040,2023-02-12,0
3656,2023-02-12,0
3585,2023-02-12,0
255,2023-02-12,0
2977,2023-02-12,0
5434,2023-02-12,0
4370,2023-02-12,0
1535,2023-02-12,0
7051,2023-02-12,0
6917,2023-02-12,0
2868,2023-02-12,0
3069,2023-02-12,0
3678,2023-02-12,0
6929,2023-02-12,0
3949,2023-02-12,0
6049,2023-02-12,0
397,2023-02-12,0
3460,2023-02-12,0
4468,2023-02-12,0
6178,2023-02-12,0
6423,2023-02-12,0
6316,2023-02-12,0
6243,2023-02-12,0
1949,2023-02-12,0
7215,2023-02-12,0
5501,2023-02-12,0
6257,2023-02-12,0
1848,2023-02-12,0
1547,2023-02-12,0
7279,2023-02-12,0
3875,2023-02-12,0
5823,2023-02-12,0
4735,2023-02-12,0
6477,2023-02-12,0
6977,2023-02-12,0
5386,2023-02-12,0
7247,2023-02-12,0
5982,2023-02-12,0
693,2023-02-12,1
1978,2023-02-12,1
127,2023-02-12,0
2950,2023-02-12,0
5168,2023-02-12,0
5258,2023-02-12,0
3227,2023-02-12,0
305,2023-02-12,0
475,2023-02-12,0
6090,2023-02-12,0
5700,2023-02-12,0
431,2023-02-12,0
1247,2023-02-12,1
300,2023-02-12,0
6183,2023-02-12,0
5733,2023-02-12,0
1718,2023-02-12,0
5251,2023-02-12,1
1764,2023-02-12,0
5530,2023-02-12,0
5479,2023-02-12,0
416,2023-02-12,0
